gpa,family_income,is_orphan,is_displaced,region,high_school_type,has_verification,gender,faculty,Status
67.9,126.03,1,0,Galmudug,Public,1,Male,Medicine,1
70.4,51.89,1,0,Puntland,Private,1,Female,CS,1
71.6,107.56,0,1,Hirshabelle,Private,1,Male,Medicine,1
81.7,177.74,0,0,Puntland,Public,1,Male,Agri,1
96.3,92.8,0,0,Banadir,Private,1,Male,CS,1
96.6,126.49,1,1,Jubaland,Private,0,Female,CS,1
69.6,353.19,1,0,Koonfur Galbeed,Private,1,Female,Agri,1
66.5,99.42,0,1,Hirshabelle,Private,1,Male,Medicine,1
72.6,162.19,0,1,Somaliland,Private,1,Male,Agri,1
78.4,173.77,1,1,Somaliland,Public,1,Female,Medicine,1
73.1,371.64,1,0,Galmudug,Private,1,Male,Eng,1
82.9,136.55,1,0,Puntland,Public,1,Male,Agri,1
77.7,193.41,0,0,Hirshabelle,Private,1,Female,CS,1
66.0,121.36,1,1,Somaliland,Private,1,Female,Agri,1
67.3,127.67,1,1,Puntland,Private,1,Male,Eng,1
68.9,861.4,0,1,Banadir,Public,1,Male,Agri,0
54.7,167.85,0,0,Galmudug,Public,1,Male,CS,1
58.3,709.59,1,1,Banadir,Private,0,Female,Medicine,0
86.2,149.53,0,0,Hirshabelle,Private,1,Female,CS,1
69.5,58.6,0,1,Koonfur Galbeed,Private,1,Female,Agri,1
60.7,68.06,1,0,Banadir,Public,1,Male,CS,1
78.1,56.55,1,0,Banadir,Public,1,Female,CS,1
87.8,230.64,0,0,Koonfur Galbeed,Private,1,Male,Agri,1
62.9,192.37,1,1,Banadir,Private,1,Female,Medicine,1
91.3,91.93,0,0,Somaliland,Private,1,Female,Eng,1
96.4,269.42,1,0,Koonfur Galbeed,Private,1,Male,CS,1
79.9,337.13,0,0,Banadir,Public,1,Female,Eng,1
83.4,192.07,1,0,Galmudug,Public,1,Female,CS,1
52.6,145.93,1,1,Somaliland,Private,1,Female,Medicine,1
97.3,121.65,0,0,Jubaland,Private,1,Male,Medicine,1
69.6,90.74,0,0,Koonfur Galbeed,Public,1,Male,Medicine,1
96.2,166.95,1,1,Galmudug,Public,1,Female,CS,1
78.9,213.65,0,0,Somaliland,Public,1,Female,CS,1
50.2,162.86,0,0,Koonfur Galbeed,Private,1,Female,Eng,1
51.9,177.41,0,0,Galmudug,Private,1,Male,CS,1
84.0,666.99,1,0,Banadir,Public,0,Male,CS,1
78.1,525.93,0,0,Somaliland,Private,1,Male,Medicine,1
51.3,136.76,0,0,Puntland,Public,1,Male,Medicine,0
87.2,101.9,1,0,Galmudug,Private,1,Female,Eng,1
92.6,1442.14,0,1,Koonfur Galbeed,Private,1,Female,Medicine,1
74.8,71.14,0,1,Banadir,Public,1,Male,Agri,1
73.3,252.96,0,1,Hirshabelle,Private,1,Female,Eng,1
50.3,353.58,0,0,Koonfur Galbeed,Public,1,Male,Agri,1
89.3,53.55,0,0,Koonfur Galbeed,Public,1,Female,Eng,1
66.5,571.35,1,1,Galmudug,Public,1,Female,CS,1
93.9,155.18,0,1,Somaliland,Private,1,Female,Agri,1
68.7,240.72,1,0,Puntland,Private,1,Male,Eng,1
78.3,80.11,0,0,Koonfur Galbeed,Private,1,Male,Eng,1
63.5,606.49,0,0,Somaliland,Private,1,Male,CS,1
58.0,353.09,0,0,Somaliland,Public,1,Female,CS,1
88.7,226.36,0,0,Hirshabelle,Private,1,Male,Eng,1
74.8,114.67,1,0,Hirshabelle,Private,1,Female,Medicine,1
76.8,243.91,0,1,Hirshabelle,Public,1,Female,Eng,1
98.3,271.28,0,0,Koonfur Galbeed,Private,1,Female,Medicine,1
98.2,700.4,0,0,Koonfur Galbeed,Public,1,Female,Medicine,1
92.8,72.97,1,0,Puntland,Private,1,Female,CS,1
59.4,159.03,0,1,Puntland,Private,1,Female,CS,1
79.7,95.11,1,1,Puntland,Private,1,Female,CS,1
93.9,107.46,0,0,Galmudug,Public,1,Female,Agri,1
68.7,549.26,0,0,Galmudug,Private,1,Female,Eng,1
55.1,68.83,1,1,Koonfur Galbeed,Private,1,Female,Agri,1
90.5,335.6,0,1,Hirshabelle,Private,1,Female,Eng,1
74.1,639.02,0,0,Hirshabelle,Private,1,Female,Eng,1
78.2,54.14,1,1,Banadir,Private,1,Female,Medicine,1
99.1,98.94,0,0,Galmudug,Private,1,Male,Agri,1
80.4,125.62,0,0,Hirshabelle,Public,1,Female,Agri,1
71.2,72.16,0,0,Koonfur Galbeed,Public,0,Female,Eng,0
68.5,63.49,0,0,Somaliland,Public,0,Male,CS,1
70.9,98.74,1,0,Hirshabelle,Public,1,Female,Eng,1
55.9,85.02,0,0,Somaliland,Private,1,Male,CS,1
89.7,250.77,1,1,Puntland,Private,1,Female,CS,1
91.9,249.51,1,0,Somaliland,Private,1,Female,Eng,1
64.2,259.28,1,1,Puntland,Private,1,Female,Agri,1
65.2,544.31,1,0,Koonfur Galbeed,Public,1,Female,CS,1
93.7,65.44,1,0,Puntland,Public,1,Female,CS,1
51.2,170.02,1,1,Banadir,Public,1,Female,Agri,1
76.0,156.74,0,1,Galmudug,Private,1,Female,CS,1
73.2,564.03,0,1,Galmudug,Public,1,Female,CS,1
84.5,91.19,1,1,Jubaland,Private,1,Female,Eng,1
58.2,295.45,0,0,Puntland,Private,1,Male,Agri,0
83.4,85.72,1,0,Jubaland,Public,1,Female,Medicine,1
68.8,65.66,0,0,Koonfur Galbeed,Private,1,Male,Medicine,1
80.9,220.61,1,0,Banadir,Private,1,Male,Medicine,1
52.0,217.49,0,0,Hirshabelle,Private,1,Female,CS,1
73.1,620.48,1,0,Banadir,Public,1,Female,Eng,1
76.1,69.67,0,1,Puntland,Public,1,Female,Agri,1
60.7,127.94,0,1,Koonfur Galbeed,Private,1,Male,Medicine,1
57.0,480.34,1,1,Somaliland,Private,1,Male,CS,1
59.4,204.39,1,1,Jubaland,Private,1,Female,CS,1
67.2,307.93,1,0,Somaliland,Public,1,Male,CS,1
54.8,69.75,1,0,Galmudug,Public,1,Male,CS,1
97.4,53.81,0,1,Somaliland,Public,1,Male,CS,1
70.2,168.04,1,1,Jubaland,Private,1,Female,Eng,1
90.4,115.34,0,0,Hirshabelle,Public,1,Male,CS,1
98.7,246.15,0,0,Jubaland,Private,1,Male,Eng,1
54.0,342.75,0,0,Jubaland,Private,1,Female,Medicine,1
82.6,497.21,0,0,Hirshabelle,Public,1,Female,Agri,1
93.6,511.7,0,0,Somaliland,Private,1,Male,Agri,1
81.7,266.65,1,0,Hirshabelle,Public,1,Male,Medicine,1
71.5,66.51,0,1,Hirshabelle,Public,1,Male,CS,1
71.6,118.45,1,1,Koonfur Galbeed,Private,1,Male,Eng,1
51.8,191.7,0,0,Jubaland,Public,1,Female,CS,1
76.7,554.62,0,1,Jubaland,Private,1,Male,CS,1
99.7,52.81,1,1,Banadir,Private,1,Female,CS,1
97.9,334.03,0,0,Banadir,Private,1,Male,Agri,1
52.0,106.36,0,1,Banadir,Public,1,Female,CS,1
85.3,78.12,1,0,Galmudug,Private,1,Male,Medicine,1
65.1,72.2,0,0,Somaliland,Public,0,Male,Medicine,1
95.1,144.6,0,0,Somaliland,Private,1,Female,Eng,1
52.3,493.07,1,1,Galmudug,Public,1,Male,CS,1
96.8,268.67,0,1,Somaliland,Private,1,Female,Agri,1
91.9,384.02,1,0,Banadir,Public,1,Male,Eng,1
55.9,218.92,1,0,Jubaland,Private,1,Female,Medicine,0
53.0,174.72,0,0,Jubaland,Public,1,Female,Medicine,1
91.7,1008.12,0,1,Banadir,Private,1,Female,Agri,1
57.8,379.59,0,0,Puntland,Private,1,Male,Eng,0
76.7,461.12,1,0,Puntland,Public,1,Male,Medicine,1
95.8,50.12,0,1,Galmudug,Public,0,Female,Medicine,1
78.4,60.01,1,0,Puntland,Public,0,Female,CS,1
69.9,223.23,0,0,Banadir,Public,0,Female,CS,0
72.3,469.68,1,0,Puntland,Private,1,Female,CS,1
53.2,280.54,0,0,Jubaland,Private,1,Female,CS,1
98.4,51.25,0,0,Hirshabelle,Private,1,Female,CS,1
65.5,298.95,0,0,Banadir,Public,1,Male,Agri,1
59.5,339.81,0,0,Koonfur Galbeed,Public,1,Male,Eng,1
64.3,829.23,1,1,Somaliland,Private,1,Male,Agri,1
98.2,50.89,0,0,Somaliland,Public,1,Female,Eng,1
54.7,67.67,0,1,Banadir,Public,1,Female,Eng,1
93.4,396.85,0,0,Puntland,Public,1,Male,CS,1
85.4,257.55,0,1,Jubaland,Private,1,Male,Eng,1
91.5,137.91,1,0,Galmudug,Private,1,Male,CS,1
98.8,173.23,1,1,Hirshabelle,Public,1,Female,Medicine,1
92.1,193.28,1,0,Jubaland,Private,1,Male,Agri,1
97.2,499.79,0,0,Banadir,Private,1,Male,Agri,1
56.3,404.2,0,0,Somaliland,Private,1,Male,CS,1
89.8,172.68,1,0,Hirshabelle,Private,1,Female,Eng,1
77.3,158.26,0,1,Galmudug,Private,1,Female,CS,1
77.2,139.82,1,1,Galmudug,Private,1,Female,CS,1
94.9,207.6,0,1,Jubaland,Private,1,Female,CS,1
98.6,333.98,0,0,Jubaland,Private,1,Male,CS,1
85.2,296.7,1,1,Koonfur Galbeed,Private,0,Male,Eng,1
74.1,450.76,0,1,Galmudug,Public,1,Female,Medicine,1
72.8,216.55,1,0,Galmudug,Public,0,Female,CS,1
69.3,242.32,0,0,Somaliland,Public,1,Female,Agri,1
68.1,163.88,0,1,Jubaland,Public,1,Female,Medicine,1
69.6,444.34,0,0,Galmudug,Private,1,Female,Medicine,0
54.5,877.36,0,0,Koonfur Galbeed,Public,1,Female,Medicine,1
53.9,141.92,0,1,Hirshabelle,Private,1,Male,Medicine,0
89.0,275.0,0,0,Galmudug,Public,1,Male,Medicine,1
72.3,91.54,1,0,Hirshabelle,Public,1,Male,Eng,1
96.5,213.16,1,0,Banadir,Public,1,Male,Agri,1
80.6,308.03,0,1,Puntland,Private,1,Female,Medicine,1
51.8,114.15,0,1,Puntland,Public,1,Female,Medicine,0
57.9,165.23,0,1,Galmudug,Private,1,Male,CS,0
60.3,650.01,1,1,Hirshabelle,Public,1,Female,Agri,1
98.8,50.7,0,0,Puntland,Private,0,Female,Medicine,1
60.9,454.54,0,1,Puntland,Private,1,Female,CS,1
75.8,695.89,0,0,Jubaland,Private,1,Male,Agri,1
96.8,252.16,0,0,Koonfur Galbeed,Private,1,Male,Eng,1
98.9,243.64,0,1,Banadir,Private,1,Female,CS,1
61.8,148.89,0,1,Koonfur Galbeed,Public,1,Male,CS,1
52.5,435.42,1,0,Puntland,Public,1,Male,Medicine,0
57.7,246.0,0,1,Puntland,Private,1,Female,Agri,1
53.2,209.2,0,1,Galmudug,Private,1,Female,Medicine,1
59.8,174.48,0,0,Hirshabelle,Private,1,Male,CS,1
78.4,256.1,0,0,Koonfur Galbeed,Public,1,Male,Eng,1
95.6,50.36,0,0,Banadir,Public,1,Female,Medicine,1
76.9,121.84,0,0,Banadir,Public,1,Male,CS,1
81.3,192.15,0,0,Jubaland,Public,0,Female,Agri,1
60.1,206.81,1,0,Jubaland,Private,1,Male,CS,1
90.0,163.82,0,0,Puntland,Private,0,Male,Agri,1
80.9,451.63,1,0,Galmudug,Private,1,Female,Eng,1
93.2,261.07,0,1,Puntland,Public,1,Male,CS,1
97.4,221.22,0,1,Koonfur Galbeed,Public,0,Male,Eng,1
67.4,659.45,1,0,Puntland,Public,1,Female,Eng,1
54.5,418.65,1,0,Galmudug,Private,1,Female,Eng,1
61.3,485.54,0,0,Jubaland,Private,1,Male,Eng,0
71.9,390.81,1,0,Banadir,Public,1,Male,CS,1
97.3,275.39,0,0,Galmudug,Public,1,Male,CS,1
68.9,328.9,0,0,Puntland,Public,1,Female,Eng,1
88.5,132.84,1,0,Jubaland,Private,1,Female,CS,1
77.0,83.75,1,1,Galmudug,Private,1,Female,CS,1
59.1,291.37,0,0,Banadir,Public,1,Male,Medicine,1
66.0,68.92,1,1,Puntland,Private,1,Male,CS,1
82.7,238.74,0,0,Somaliland,Private,1,Male,Eng,1
83.6,60.3,0,0,Koonfur Galbeed,Private,0,Male,Agri,1
71.7,243.62,1,1,Puntland,Public,1,Male,Agri,1
61.4,79.56,0,0,Koonfur Galbeed,Public,1,Male,CS,1
86.1,153.42,0,1,Jubaland,Private,1,Male,Medicine,1
58.4,107.58,0,1,Koonfur Galbeed,Private,1,Female,Agri,1
96.8,169.78,0,0,Hirshabelle,Public,1,Male,Medicine,1
59.4,141.54,0,0,Somaliland,Public,1,Female,Eng,1
55.4,72.12,1,0,Jubaland,Private,1,Male,Eng,1
74.9,70.38,1,0,Hirshabelle,Private,1,Male,Medicine,1
76.0,60.71,1,0,Banadir,Public,1,Female,CS,1
75.4,182.96,0,0,Galmudug,Public,1,Female,Eng,1
71.8,65.44,0,1,Jubaland,Private,1,Female,CS,1
99.7,124.04,0,1,Banadir,Private,1,Female,Agri,1
74.3,119.2,0,0,Koonfur Galbeed,Private,1,Male,Eng,1
73.9,129.53,0,0,Puntland,Public,1,Female,CS,1
71.1,197.66,1,1,Koonfur Galbeed,Public,1,Female,Eng,1
53.3,98.56,1,1,Puntland,Public,0,Female,Medicine,0
79.6,137.23,0,0,Jubaland,Public,1,Female,CS,1
61.4,901.6,0,0,Somaliland,Public,1,Female,Agri,0
81.9,381.62,1,1,Koonfur Galbeed,Private,1,Female,Eng,1
52.5,511.76,0,1,Koonfur Galbeed,Private,1,Female,Eng,1
99.1,149.3,1,1,Hirshabelle,Public,1,Male,Agri,1
73.5,101.33,0,0,Hirshabelle,Private,1,Female,Medicine,1
94.8,179.22,0,0,Hirshabelle,Public,0,Female,Medicine,1
73.8,133.01,0,0,Somaliland,Private,1,Male,CS,1
53.0,410.4,1,0,Koonfur Galbeed,Public,1,Male,CS,1
91.1,446.38,0,1,Jubaland,Public,1,Female,Medicine,1
82.4,224.29,1,0,Somaliland,Private,1,Male,Medicine,1
89.1,172.43,0,1,Puntland,Public,1,Female,Eng,1
71.4,147.36,0,1,Galmudug,Public,0,Male,Medicine,0
81.9,195.81,1,1,Puntland,Private,1,Female,Eng,1
92.8,80.71,0,1,Galmudug,Private,1,Female,Agri,1
81.6,481.14,0,1,Banadir,Public,1,Male,Agri,1
67.4,115.74,0,0,Galmudug,Public,1,Male,Medicine,1
83.1,111.94,1,0,Galmudug,Private,1,Female,Agri,1
83.6,664.55,0,0,Jubaland,Public,0,Male,Agri,1
98.0,517.91,0,1,Galmudug,Public,1,Male,CS,1
68.5,294.12,1,1,Koonfur Galbeed,Public,1,Female,Medicine,1
71.3,89.01,1,0,Hirshabelle,Private,1,Female,CS,1
90.6,235.15,1,0,Jubaland,Private,1,Male,Eng,1
75.3,234.56,1,0,Koonfur Galbeed,Private,0,Male,Eng,1
86.8,82.95,1,0,Koonfur Galbeed,Public,1,Female,Medicine,1
73.0,75.25,0,1,Puntland,Public,0,Female,Eng,1
60.8,85.23,0,0,Somaliland,Public,1,Male,Medicine,1
87.3,199.68,1,1,Hirshabelle,Public,1,Male,Medicine,1
56.6,76.05,1,0,Jubaland,Public,1,Male,Agri,1
59.9,89.14,1,0,Banadir,Private,1,Male,Agri,1
81.3,140.26,0,0,Jubaland,Private,1,Female,Eng,1
87.4,170.4,0,1,Somaliland,Public,1,Male,CS,1
94.7,261.72,0,1,Hirshabelle,Private,1,Female,CS,1
63.6,88.09,1,0,Jubaland,Private,1,Male,CS,1
55.5,565.61,0,0,Banadir,Private,1,Female,Medicine,0
97.8,111.4,1,1,Banadir,Private,0,Male,CS,1
57.7,286.05,0,1,Somaliland,Public,1,Female,Agri,1
59.9,56.06,0,1,Puntland,Public,1,Female,Eng,1
64.6,164.63,0,1,Koonfur Galbeed,Public,1,Male,Medicine,1
76.5,113.2,1,1,Puntland,Private,1,Female,CS,1
94.1,337.39,1,0,Galmudug,Private,1,Male,Medicine,1
88.0,457.69,0,1,Banadir,Public,1,Female,Medicine,1
85.4,247.14,0,0,Jubaland,Public,1,Female,Eng,1
58.8,1050.4,0,0,Koonfur Galbeed,Private,1,Female,CS,0
67.9,71.63,0,1,Galmudug,Public,1,Female,Agri,1
73.9,221.15,0,1,Somaliland,Public,1,Male,CS,1
57.4,138.47,1,0,Hirshabelle,Private,1,Male,CS,1
63.7,205.14,1,0,Jubaland,Private,1,Female,Agri,1
65.4,94.54,0,1,Puntland,Public,1,Male,CS,1
56.4,324.27,0,1,Koonfur Galbeed,Public,1,Female,CS,1
77.5,307.17,0,1,Koonfur Galbeed,Public,1,Female,Eng,1
85.3,130.96,0,0,Jubaland,Public,1,Male,Medicine,1
53.5,88.62,0,0,Banadir,Public,1,Female,CS,1
74.1,187.32,1,1,Somaliland,Public,1,Female,CS,1
89.1,214.48,0,1,Jubaland,Private,1,Male,CS,1
87.4,217.84,1,1,Koonfur Galbeed,Public,1,Female,Medicine,1
90.8,207.52,0,1,Hirshabelle,Public,1,Male,CS,1
72.4,84.3,1,0,Puntland,Private,1,Female,Eng,1
91.0,213.49,1,0,Jubaland,Private,0,Female,Agri,1
62.0,160.01,0,1,Puntland,Public,1,Female,CS,1
68.0,447.19,0,0,Jubaland,Public,0,Male,Medicine,0
58.8,50.21,1,1,Jubaland,Public,0,Male,CS,1
73.4,72.55,1,1,Jubaland,Private,1,Male,CS,1
69.6,156.22,0,1,Somaliland,Public,1,Female,CS,1
62.0,210.45,0,0,Jubaland,Private,1,Female,Eng,1
87.6,182.29,0,1,Hirshabelle,Public,1,Male,Medicine,1
65.7,271.97,1,0,Jubaland,Private,1,Male,Medicine,1
63.6,101.58,1,0,Banadir,Public,1,Female,Eng,0
56.5,138.46,0,0,Hirshabelle,Public,1,Male,Agri,1
71.9,154.77,1,0,Galmudug,Public,1,Male,Medicine,1
65.1,262.98,1,1,Galmudug,Private,1,Female,CS,1
68.5,501.11,1,1,Galmudug,Private,1,Male,Agri,1
61.8,247.2,0,0,Puntland,Public,1,Female,Medicine,1
88.2,58.85,0,1,Koonfur Galbeed,Private,1,Male,Eng,1
96.5,149.31,0,0,Koonfur Galbeed,Private,1,Female,Eng,1
74.9,194.36,0,1,Puntland,Private,1,Male,Medicine,1
82.1,71.26,0,1,Puntland,Private,1,Female,CS,1
93.4,88.27,0,0,Puntland,Public,1,Male,CS,1
99.9,199.26,0,0,Koonfur Galbeed,Public,1,Female,Medicine,1
80.7,155.18,1,0,Koonfur Galbeed,Private,0,Male,Medicine,1
94.5,376.14,0,0,Puntland,Private,1,Male,Eng,1
95.4,325.77,1,1,Galmudug,Private,1,Female,Eng,1
89.6,446.22,0,0,Puntland,Private,1,Male,Agri,1
73.0,78.3,0,0,Banadir,Private,1,Female,Agri,1
54.1,335.52,0,0,Puntland,Public,1,Female,Eng,0
50.8,74.27,1,1,Banadir,Public,1,Male,CS,1
73.9,72.71,1,0,Hirshabelle,Private,1,Male,Medicine,1
74.7,111.92,0,1,Hirshabelle,Public,1,Female,Eng,1
70.4,82.14,1,1,Puntland,Private,1,Male,Eng,1
78.4,285.67,0,0,Jubaland,Public,1,Female,CS,1
77.6,68.03,0,0,Puntland,Private,1,Male,Eng,1
91.8,336.39,0,0,Jubaland,Public,1,Male,Medicine,1
55.4,112.73,0,0,Koonfur Galbeed,Public,1,Male,Medicine,1
61.3,340.64,0,1,Koonfur Galbeed,Private,1,Female,Agri,1
89.7,179.99,1,1,Hirshabelle,Public,1,Male,Medicine,1
92.4,242.83,0,0,Puntland,Public,1,Male,Medicine,1
99.7,60.37,0,0,Puntland,Private,1,Female,Eng,1
93.6,310.31,0,0,Puntland,Public,1,Male,Eng,1
94.5,129.6,0,0,Banadir,Private,1,Male,CS,1
65.7,79.5,0,1,Galmudug,Public,1,Male,Eng,1
70.1,124.4,1,1,Galmudug,Private,1,Female,Medicine,1
63.4,143.08,1,1,Koonfur Galbeed,Public,0,Male,Eng,1
80.3,103.69,0,0,Banadir,Private,1,Male,CS,1
96.9,183.3,1,0,Puntland,Public,1,Female,Agri,1
67.2,353.68,0,0,Hirshabelle,Private,1,Male,Eng,1
77.9,155.09,0,1,Galmudug,Public,1,Female,Medicine,1
64.8,80.64,0,1,Somaliland,Private,1,Female,Medicine,1
58.5,147.95,0,1,Puntland,Private,1,Male,Medicine,1
59.8,116.75,0,0,Jubaland,Public,0,Female,Eng,0
52.9,68.56,1,0,Puntland,Public,1,Female,Eng,1
97.5,93.23,0,1,Jubaland,Private,1,Male,Eng,1
70.1,134.79,1,0,Koonfur Galbeed,Private,1,Male,Agri,1
91.7,208.53,1,1,Puntland,Private,1,Male,Medicine,1
84.1,409.76,1,0,Banadir,Private,1,Male,Eng,1
59.6,57.56,1,1,Hirshabelle,Public,1,Male,Medicine,1
58.8,85.55,1,0,Banadir,Private,1,Female,Eng,1
90.6,100.33,0,1,Koonfur Galbeed,Private,1,Female,Medicine,1
63.2,351.13,0,0,Hirshabelle,Private,1,Female,Eng,1
95.7,180.55,0,0,Somaliland,Public,1,Male,CS,1
57.0,112.94,1,0,Somaliland,Public,1,Female,CS,1
83.9,137.98,0,0,Somaliland,Public,1,Male,CS,1
90.7,185.69,0,1,Somaliland,Private,1,Male,Agri,1
61.8,98.17,1,1,Hirshabelle,Public,1,Female,Medicine,1
63.8,356.45,0,1,Hirshabelle,Private,1,Male,Medicine,1
98.2,330.95,1,1,Puntland,Private,1,Female,Medicine,1
63.2,181.93,0,1,Puntland,Public,0,Male,Medicine,1
71.5,492.9,0,0,Jubaland,Public,1,Male,Agri,1
71.6,53.4,0,1,Galmudug,Public,1,Female,Agri,1
62.7,711.01,0,0,Hirshabelle,Private,1,Male,Agri,1
88.8,830.8,0,1,Somaliland,Private,0,Male,Agri,0
88.6,80.98,0,0,Jubaland,Public,1,Male,CS,1
68.9,110.01,0,1,Banadir,Public,1,Female,CS,1
91.8,149.04,1,0,Jubaland,Public,0,Female,Eng,1
60.7,70.88,1,0,Galmudug,Private,1,Male,Eng,1
50.2,219.13,0,0,Somaliland,Private,1,Male,CS,1
78.6,92.99,0,0,Somaliland,Public,1,Male,Eng,1
99.7,228.06,0,0,Jubaland,Public,1,Female,CS,1
51.9,186.77,1,0,Koonfur Galbeed,Public,0,Male,CS,1
60.4,167.22,1,0,Galmudug,Private,1,Female,Medicine,1
75.9,80.84,0,0,Koonfur Galbeed,Private,1,Female,Agri,1
90.5,130.46,0,0,Banadir,Public,1,Male,Eng,1
54.5,323.63,1,1,Hirshabelle,Private,1,Female,Medicine,1
69.8,390.85,1,0,Banadir,Public,1,Female,Agri,1
87.4,72.28,0,0,Somaliland,Private,1,Female,Agri,1
68.6,64.47,1,0,Somaliland,Public,0,Female,Medicine,1
59.4,143.37,0,0,Puntland,Private,1,Female,Eng,1
59.8,69.87,0,0,Koonfur Galbeed,Public,1,Male,CS,1
70.5,384.06,1,1,Koonfur Galbeed,Private,1,Female,Medicine,0
74.0,402.6,0,0,Jubaland,Private,1,Female,CS,1
93.1,289.02,0,0,Jubaland,Public,1,Male,Medicine,1
82.1,133.43,1,0,Hirshabelle,Private,1,Female,Medicine,1
84.5,70.12,1,0,Galmudug,Private,1,Female,CS,1
99.1,57.17,0,0,Jubaland,Public,1,Female,Medicine,1
70.6,258.14,1,1,Hirshabelle,Public,1,Female,Eng,1
70.2,240.29,1,0,Puntland,Private,1,Male,Eng,1
96.2,118.01,0,1,Puntland,Public,1,Female,CS,1
62.3,241.41,1,0,Banadir,Public,1,Female,CS,1
86.5,204.14,1,0,Banadir,Private,1,Male,Medicine,1
87.7,65.92,0,0,Puntland,Private,0,Male,Agri,1
54.9,101.8,0,0,Galmudug,Public,1,Male,Agri,1
73.4,265.17,1,0,Hirshabelle,Public,1,Male,Medicine,1
60.0,171.02,1,1,Galmudug,Private,0,Female,Eng,1
59.3,372.75,0,1,Jubaland,Public,1,Male,Eng,1
73.2,137.92,0,0,Puntland,Public,0,Male,Agri,1
64.5,498.41,1,0,Banadir,Public,1,Male,CS,1
89.8,349.01,0,1,Galmudug,Public,1,Male,Medicine,1
95.4,393.49,0,0,Banadir,Private,1,Female,Eng,1
90.1,226.06,1,0,Hirshabelle,Public,1,Male,Medicine,1
63.3,68.05,1,1,Somaliland,Public,1,Male,CS,1
63.7,111.99,1,0,Somaliland,Private,1,Female,CS,1
62.7,631.5,1,0,Banadir,Private,1,Female,Medicine,1
56.8,103.94,0,0,Puntland,Private,1,Male,Eng,1
97.2,210.46,1,1,Banadir,Private,1,Male,Eng,1
70.1,451.76,0,0,Hirshabelle,Public,1,Female,CS,1
61.2,416.77,0,1,Jubaland,Public,1,Female,Agri,1
92.3,333.34,1,0,Hirshabelle,Public,1,Female,Medicine,1
70.0,352.66,1,0,Jubaland,Private,1,Female,Agri,1
51.8,292.14,1,0,Koonfur Galbeed,Public,1,Female,CS,1
58.1,318.04,0,1,Hirshabelle,Private,0,Female,Agri,1
82.0,156.47,1,0,Puntland,Public,1,Male,Agri,1
89.1,312.0,1,1,Banadir,Private,0,Male,Agri,1
60.5,157.38,1,0,Koonfur Galbeed,Private,1,Female,Agri,1
95.9,438.71,1,0,Puntland,Private,1,Female,Medicine,1
92.5,160.47,0,0,Hirshabelle,Private,1,Male,Eng,1
92.4,318.93,1,0,Galmudug,Public,1,Female,Eng,1
61.4,178.17,1,0,Galmudug,Public,1,Male,Medicine,1
52.5,71.06,1,1,Puntland,Public,1,Female,Agri,1
93.4,605.27,1,1,Somaliland,Public,1,Male,CS,1
65.3,133.18,1,1,Jubaland,Private,1,Female,Medicine,1
80.9,107.83,0,0,Banadir,Private,1,Male,Agri,1
88.0,65.02,0,0,Somaliland,Private,1,Male,CS,1
56.4,158.24,1,1,Jubaland,Public,1,Female,CS,1
89.0,149.34,1,0,Puntland,Public,1,Male,Medicine,1
96.9,464.55,1,1,Somaliland,Public,1,Male,Eng,1
86.4,293.31,0,1,Koonfur Galbeed,Public,1,Male,Agri,1
72.1,83.52,0,0,Somaliland,Private,1,Female,CS,1
93.8,141.71,1,1,Koonfur Galbeed,Public,1,Male,Eng,1
76.4,210.71,1,1,Koonfur Galbeed,Public,0,Male,Eng,0
87.2,518.73,0,0,Galmudug,Private,1,Female,Eng,1
91.0,59.2,1,1,Puntland,Public,1,Female,Eng,1
87.5,127.25,0,0,Puntland,Private,1,Male,Agri,1
64.4,91.07,0,0,Koonfur Galbeed,Public,1,Female,Medicine,1
55.9,191.44,0,0,Banadir,Private,0,Female,CS,1
61.9,182.5,0,0,Jubaland,Private,1,Male,Eng,1
75.1,284.47,0,0,Galmudug,Public,1,Male,Medicine,1
75.3,173.54,1,1,Hirshabelle,Public,0,Female,Medicine,1
79.1,209.96,1,0,Koonfur Galbeed,Public,1,Female,CS,1
69.8,192.42,1,0,Puntland,Private,1,Male,CS,1
89.3,75.49,0,1,Jubaland,Private,1,Male,Agri,1
95.7,98.52,0,0,Galmudug,Public,1,Female,CS,1
62.3,107.51,0,1,Koonfur Galbeed,Private,1,Female,Eng,1
86.8,1025.25,1,0,Jubaland,Public,1,Female,Eng,1
83.9,70.26,0,1,Banadir,Private,1,Male,CS,1
76.2,80.29,1,1,Koonfur Galbeed,Private,0,Female,CS,1
59.4,53.24,1,0,Jubaland,Public,1,Male,Medicine,1
89.8,174.41,1,0,Puntland,Public,1,Male,Medicine,1
98.0,304.17,0,0,Puntland,Public,1,Female,Medicine,1
86.1,282.05,0,1,Puntland,Public,1,Female,Eng,1
95.9,191.33,0,1,Hirshabelle,Public,1,Female,CS,1
99.2,195.81,0,0,Koonfur Galbeed,Public,1,Female,CS,1
67.6,158.65,1,0,Jubaland,Public,1,Male,CS,1
81.9,182.57,0,1,Banadir,Private,1,Female,Medicine,1
73.7,256.19,1,0,Koonfur Galbeed,Public,1,Female,Medicine,1
99.3,884.13,0,1,Galmudug,Public,1,Male,Agri,1
54.7,466.57,1,1,Jubaland,Private,1,Female,CS,0
